slug,character,unicodeName,codePoint,group,subGroup,variants,description
e13-0-pinched-fingers,🤌,E13.0 pinched fingers,1F90C,people-body,hand-fingers-partial,"[{'slug': 'e13-0-pinched-fingers-light-skin-tone', 'character': '🤌🏻'}, {'slug': 'e13-0-pinched-fingers-medium-light-skin-tone', 'character': '🤌🏼'}, {'slug': 'e13-0-pinched-fingers-medium-skin-tone', 'character': '🤌🏽'}, {'slug': 'e13-0-pinched-fingers-medium-dark-skin-tone', 'character': '🤌🏾'}, {'slug': 'e13-0-pinched-fingers-dark-skin-tone', 'character': '🤌🏿'}]",pinched fingers
e12-0-pinching-hand,🤏,E12.0 pinching hand,1F90F,people-body,hand-fingers-partial,"[{'slug': 'e12-0-pinching-hand-light-skin-tone', 'character': '🤏🏻'}, {'slug': 'e12-0-pinching-hand-medium-light-skin-tone', 'character': '🤏🏼'}, {'slug': 'e12-0-pinching-hand-medium-skin-tone', 'character': '🤏🏽'}, {'slug': 'e12-0-pinching-hand-medium-dark-skin-tone', 'character': '🤏🏾'}, {'slug': 'e12-0-pinching-hand-dark-skin-tone', 'character': '🤏🏿'}]",pinching hand
e0-6-victory-hand,✌️,E0.6 victory hand,270C FE0F,people-body,hand-fingers-partial,,victory hand
e1-0-victory-hand-light-skin-tone,✌🏻,E1.0 victory hand: light skin tone,270C 1F3FB,people-body,hand-fingers-partial,,victory hand: light skin tone
e1-0-victory-hand-medium-light-skin-tone,✌🏼,E1.0 victory hand: medium-light skin tone,270C 1F3FC,people-body,hand-fingers-partial,,victory hand: medium-light skin tone
e1-0-victory-hand-medium-skin-tone,✌🏽,E1.0 victory hand: medium skin tone,270C 1F3FD,people-body,hand-fingers-partial,,victory hand: medium skin tone
e1-0-victory-hand-medium-dark-skin-tone,✌🏾,E1.0 victory hand: medium-dark skin tone,270C 1F3FE,people-body,hand-fingers-partial,,victory hand: medium-dark skin tone
e1-0-victory-hand-dark-skin-tone,✌🏿,E1.0 victory hand: dark skin tone,270C 1F3FF,people-body,hand-fingers-partial,,victory hand: dark skin tone
e3-0-crossed-fingers,🤞,E3.0 crossed fingers,1F91E,people-body,hand-fingers-partial,"[{'slug': 'e3-0-crossed-fingers-light-skin-tone', 'character': '🤞🏻'}, {'slug': 'e3-0-crossed-fingers-medium-light-skin-tone', 'character': '🤞🏼'}, {'slug': 'e3-0-crossed-fingers-medium-skin-tone', 'character': '🤞🏽'}, {'slug': 'e3-0-crossed-fingers-medium-dark-skin-tone', 'character': '🤞🏾'}, {'slug': 'e3-0-crossed-fingers-dark-skin-tone', 'character': '🤞🏿'}]",crossed fingers
e14-0-hand-with-index-finger-and-thumb-crossed,🫰,E14.0 hand with index finger and thumb crossed,1FAF0,people-body,hand-fingers-partial,"[{'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-light-skin-tone', 'character': '🫰🏻'}, {'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-medium-light-skin-tone', 'character': '🫰🏼'}, {'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-medium-skin-tone', 'character': '🫰🏽'}, {'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-medium-dark-skin-tone', 'character': '🫰🏾'}, {'slug': 'e14-0-hand-with-index-finger-and-thumb-crossed-dark-skin-tone', 'character': '🫰🏿'}]",hand with index finger and thumb crossed
e5-0-love-you-gesture,🤟,E5.0 love-you gesture,1F91F,people-body,hand-fingers-partial,"[{'slug': 'e5-0-love-you-gesture-light-skin-tone', 'character': '🤟🏻'}, {'slug': 'e5-0-love-you-gesture-medium-light-skin-tone', 'character': '🤟🏼'}, {'slug': 'e5-0-love-you-gesture-medium-skin-tone', 'character': '🤟🏽'}, {'slug': 'e5-0-love-you-gesture-medium-dark-skin-tone', 'character': '🤟🏾'}, {'slug': 'e5-0-love-you-gesture-dark-skin-tone', 'character': '🤟🏿'}]",love-you gesture
e1-0-sign-of-the-horns,🤘,E1.0 sign of the horns,1F918,people-body,hand-fingers-partial,"[{'slug': 'e1-0-sign-of-the-horns-light-skin-tone', 'character': '🤘🏻'}, {'slug': 'e1-0-sign-of-the-horns-medium-light-skin-tone', 'character': '🤘🏼'}, {'slug': 'e1-0-sign-of-the-horns-medium-skin-tone', 'character': '🤘🏽'}, {'slug': 'e1-0-sign-of-the-horns-medium-dark-skin-tone', 'character': '🤘🏾'}, {'slug': 'e1-0-sign-of-the-horns-dark-skin-tone', 'character': '🤘🏿'}]",sign of the horns
e3-0-call-me-hand,🤙,E3.0 call me hand,1F919,people-body,hand-fingers-partial,"[{'slug': 'e3-0-call-me-hand-light-skin-tone', 'character': '🤙🏻'}, {'slug': 'e3-0-call-me-hand-medium-light-skin-tone', 'character': '🤙🏼'}, {'slug': 'e3-0-call-me-hand-medium-skin-tone', 'character': '🤙🏽'}, {'slug': 'e3-0-call-me-hand-medium-dark-skin-tone', 'character': '🤙🏾'}, {'slug': 'e3-0-call-me-hand-dark-skin-tone', 'character': '🤙🏿'}]",call me hand
e0-6-backhand-index-pointing-left,👈,E0.6 backhand index pointing left,1F448,people-body,hand-single-finger,"[{'slug': 'e1-0-backhand-index-pointing-left-light-skin-tone', 'character': '👈🏻'}, {'slug': 'e1-0-backhand-index-pointing-left-medium-light-skin-tone', 'character': '👈🏼'}, {'slug': 'e1-0-backhand-index-pointing-left-medium-skin-tone', 'character': '👈🏽'}, {'slug': 'e1-0-backhand-index-pointing-left-medium-dark-skin-tone', 'character': '👈🏾'}, {'slug': 'e1-0-backhand-index-pointing-left-dark-skin-tone', 'character': '👈🏿'}]",backhand index pointing left
e0-6-backhand-index-pointing-right,👉,E0.6 backhand index pointing right,1F449,people-body,hand-single-finger,"[{'slug': 'e1-0-backhand-index-pointing-right-light-skin-tone', 'character': '👉🏻'}, {'slug': 'e1-0-backhand-index-pointing-right-medium-light-skin-tone', 'character': '👉🏼'}, {'slug': 'e1-0-backhand-index-pointing-right-medium-skin-tone', 'character': '👉🏽'}, {'slug': 'e1-0-backhand-index-pointing-right-medium-dark-skin-tone', 'character': '👉🏾'}, {'slug': 'e1-0-backhand-index-pointing-right-dark-skin-tone', 'character': '👉🏿'}]",backhand index pointing right
e0-6-backhand-index-pointing-up,👆,E0.6 backhand index pointing up,1F446,people-body,hand-single-finger,"[{'slug': 'e1-0-backhand-index-pointing-up-light-skin-tone', 'character': '👆🏻'}, {'slug': 'e1-0-backhand-index-pointing-up-medium-light-skin-tone', 'character': '👆🏼'}, {'slug': 'e1-0-backhand-index-pointing-up-medium-skin-tone', 'character': '👆🏽'}, {'slug': 'e1-0-backhand-index-pointing-up-medium-dark-skin-tone', 'character': '👆🏾'}, {'slug': 'e1-0-backhand-index-pointing-up-dark-skin-tone', 'character': '👆🏿'}]",backhand index pointing up
e1-0-middle-finger,🖕,E1.0 middle finger,1F595,people-body,hand-single-finger,"[{'slug': 'e1-0-middle-finger-light-skin-tone', 'character': '🖕🏻'}, {'slug': 'e1-0-middle-finger-medium-light-skin-tone', 'character': '🖕🏼'}, {'slug': 'e1-0-middle-finger-medium-skin-tone', 'character': '🖕🏽'}, {'slug': 'e1-0-middle-finger-medium-dark-skin-tone', 'character': '🖕🏾'}, {'slug': 'e1-0-middle-finger-dark-skin-tone', 'character': '🖕🏿'}]",middle finger
e0-6-backhand-index-pointing-down,👇,E0.6 backhand index pointing down,1F447,people-body,hand-single-finger,"[{'slug': 'e1-0-backhand-index-pointing-down-light-skin-tone', 'character': '👇🏻'}, {'slug': 'e1-0-backhand-index-pointing-down-medium-light-skin-tone', 'character': '👇🏼'}, {'slug': 'e1-0-backhand-index-pointing-down-medium-skin-tone', 'character': '👇🏽'}, {'slug': 'e1-0-backhand-index-pointing-down-medium-dark-skin-tone', 'character': '👇🏾'}, {'slug': 'e1-0-backhand-index-pointing-down-dark-skin-tone', 'character': '👇🏿'}]",backhand index pointing down
e0-6-index-pointing-up,☝️,E0.6 index pointing up,261D FE0F,people-body,hand-single-finger,,index pointing up
e1-0-index-pointing-up-light-skin-tone,☝🏻,E1.0 index pointing up: light skin tone,261D 1F3FB,people-body,hand-single-finger,,index pointing up: light skin tone
e1-0-index-pointing-up-medium-light-skin-tone,☝🏼,E1.0 index pointing up: medium-light skin tone,261D 1F3FC,people-body,hand-single-finger,,index pointing up: medium-light skin tone
e1-0-index-pointing-up-medium-skin-tone,☝🏽,E1.0 index pointing up: medium skin tone,261D 1F3FD,people-body,hand-single-finger,,index pointing up: medium skin tone
e1-0-index-pointing-up-medium-dark-skin-tone,☝🏾,E1.0 index pointing up: medium-dark skin tone,261D 1F3FE,people-body,hand-single-finger,,index pointing up: medium-dark skin tone
e1-0-index-pointing-up-dark-skin-tone,☝🏿,E1.0 index pointing up: dark skin tone,261D 1F3FF,people-body,hand-single-finger,,index pointing up: dark skin tone
e14-0-index-pointing-at-the-viewer,🫵,E14.0 index pointing at the viewer,1FAF5,people-body,hand-single-finger,"[{'slug': 'e14-0-index-pointing-at-the-viewer-light-skin-tone', 'character': '🫵🏻'}, {'slug': 'e14-0-index-pointing-at-the-viewer-medium-light-skin-tone', 'character': '🫵🏼'}, {'slug': 'e14-0-index-pointing-at-the-viewer-medium-skin-tone', 'character': '🫵🏽'}, {'slug': 'e14-0-index-pointing-at-the-viewer-medium-dark-skin-tone', 'character': '🫵🏾'}, {'slug': 'e14-0-index-pointing-at-the-viewer-dark-skin-tone', 'character': '🫵🏿'}]",index pointing at the viewer
e0-6-thumbs-up,👍,E0.6 thumbs up,1F44D,people-body,hand-fingers-closed,"[{'slug': 'e1-0-thumbs-up-light-skin-tone', 'character': '👍🏻'}, {'slug': 'e1-0-thumbs-up-medium-light-skin-tone', 'character': '👍🏼'}, {'slug': 'e1-0-thumbs-up-medium-skin-tone', 'character': '👍🏽'}, {'slug': 'e1-0-thumbs-up-medium-dark-skin-tone', 'character': '👍🏾'}, {'slug': 'e1-0-thumbs-up-dark-skin-tone', 'character': '👍🏿'}]",thumbs up
e0-6-thumbs-down,👎,E0.6 thumbs down,1F44E,people-body,hand-fingers-closed,"[{'slug': 'e1-0-thumbs-down-light-skin-tone', 'character': '👎🏻'}, {'slug': 'e1-0-thumbs-down-medium-light-skin-tone', 'character': '👎🏼'}, {'slug': 'e1-0-thumbs-down-medium-skin-tone', 'character': '👎🏽'}, {'slug': 'e1-0-thumbs-down-medium-dark-skin-tone', 'character': '👎🏾'}, {'slug': 'e1-0-thumbs-down-dark-skin-tone', 'character': '👎🏿'}]",thumbs down
e0-6-raised-fist,✊,E0.6 raised fist,270A,people-body,hand-fingers-closed,"[{'slug': 'e1-0-raised-fist-light-skin-tone', 'character': '✊🏻'}, {'slug': 'e1-0-raised-fist-medium-light-skin-tone', 'character': '✊🏼'}, {'slug': 'e1-0-raised-fist-medium-skin-tone', 'character': '✊🏽'}, {'slug': 'e1-0-raised-fist-medium-dark-skin-tone', 'character': '✊🏾'}, {'slug': 'e1-0-raised-fist-dark-skin-tone', 'character': '✊🏿'}]",raised fist
e0-6-oncoming-fist,👊,E0.6 oncoming fist,1F44A,people-body,hand-fingers-closed,"[{'slug': 'e1-0-oncoming-fist-light-skin-tone', 'character': '👊🏻'}, {'slug': 'e1-0-oncoming-fist-medium-light-skin-tone', 'character': '👊🏼'}, {'slug': 'e1-0-oncoming-fist-medium-skin-tone', 'character': '👊🏽'}, {'slug': 'e1-0-oncoming-fist-medium-dark-skin-tone', 'character': '👊🏾'}, {'slug': 'e1-0-oncoming-fist-dark-skin-tone', 'character': '👊🏿'}]",oncoming fist
e3-0-left-facing-fist,🤛,E3.0 left-facing fist,1F91B,people-body,hand-fingers-closed,"[{'slug': 'e3-0-left-facing-fist-light-skin-tone', 'character': '🤛🏻'}, {'slug': 'e3-0-left-facing-fist-medium-light-skin-tone', 'character': '🤛🏼'}, {'slug': 'e3-0-left-facing-fist-medium-skin-tone', 'character': '🤛🏽'}, {'slug': 'e3-0-left-facing-fist-medium-dark-skin-tone', 'character': '🤛🏾'}, {'slug': 'e3-0-left-facing-fist-dark-skin-tone', 'character': '🤛🏿'}]",left-facing fist
e3-0-right-facing-fist,🤜,E3.0 right-facing fist,1F91C,people-body,hand-fingers-closed,"[{'slug': 'e3-0-right-facing-fist-light-skin-tone', 'character': '🤜🏻'}, {'slug': 'e3-0-right-facing-fist-medium-light-skin-tone', 'character': '🤜🏼'}, {'slug': 'e3-0-right-facing-fist-medium-skin-tone', 'character': '🤜🏽'}, {'slug': 'e3-0-right-facing-fist-medium-dark-skin-tone', 'character': '🤜🏾'}, {'slug': 'e3-0-right-facing-fist-dark-skin-tone', 'character': '🤜🏿'}]",right-facing fist
e0-6-clapping-hands,👏,E0.6 clapping hands,1F44F,people-body,hands,"[{'slug': 'e1-0-clapping-hands-light-skin-tone', 'character': '👏🏻'}, {'slug': 'e1-0-clapping-hands-medium-light-skin-tone', 'character': '👏🏼'}, {'slug': 'e1-0-clapping-hands-medium-skin-tone', 'character': '👏🏽'}, {'slug': 'e1-0-clapping-hands-medium-dark-skin-tone', 'character': '👏🏾'}, {'slug': 'e1-0-clapping-hands-dark-skin-tone', 'character': '👏🏿'}]",clapping hands
e0-6-raising-hands,🙌,E0.6 raising hands,1F64C,people-body,hands,"[{'slug': 'e1-0-raising-hands-light-skin-tone', 'character': '🙌🏻'}, {'slug': 'e1-0-raising-hands-medium-light-skin-tone', 'character': '🙌🏼'}, {'slug': 'e1-0-raising-hands-medium-skin-tone', 'character': '🙌🏽'}, {'slug': 'e1-0-raising-hands-medium-dark-skin-tone', 'character': '🙌🏾'}, {'slug': 'e1-0-raising-hands-dark-skin-tone', 'character': '🙌🏿'}]",raising hands
e14-0-heart-hands,🫶,E14.0 heart hands,1FAF6,people-body,hands,"[{'slug': 'e14-0-heart-hands-light-skin-tone', 'character': '🫶🏻'}, {'slug': 'e14-0-heart-hands-medium-light-skin-tone', 'character': '🫶🏼'}, {'slug': 'e14-0-heart-hands-medium-skin-tone', 'character': '🫶🏽'}, {'slug': 'e14-0-heart-hands-medium-dark-skin-tone', 'character': '🫶🏾'}, {'slug': 'e14-0-heart-hands-dark-skin-tone', 'character': '🫶🏿'}]",heart hands
e0-6-open-hands,👐,E0.6 open hands,1F450,people-body,hands,"[{'slug': 'e1-0-open-hands-light-skin-tone', 'character': '👐🏻'}, {'slug': 'e1-0-open-hands-medium-light-skin-tone', 'character': '👐🏼'}, {'slug': 'e1-0-open-hands-medium-skin-tone', 'character': '👐🏽'}, {'slug': 'e1-0-open-hands-medium-dark-skin-tone', 'character': '👐🏾'}, {'slug': 'e1-0-open-hands-dark-skin-tone', 'character': '👐🏿'}]",open hands
e5-0-palms-up-together,🤲,E5.0 palms up together,1F932,people-body,hands,"[{'slug': 'e5-0-palms-up-together-light-skin-tone', 'character': '🤲🏻'}, {'slug': 'e5-0-palms-up-together-medium-light-skin-tone', 'character': '🤲🏼'}, {'slug': 'e5-0-palms-up-together-medium-skin-tone', 'character': '🤲🏽'}, {'slug': 'e5-0-palms-up-together-medium-dark-skin-tone', 'character': '🤲🏾'}, {'slug': 'e5-0-palms-up-together-dark-skin-tone', 'character': '🤲🏿'}]",palms up together
e3-0-handshake,🤝,E3.0 handshake,1F91D,people-body,hands,"[{'slug': 'e14-0-handshake-light-skin-tone', 'character': '🤝🏻'}, {'slug': 'e14-0-handshake-medium-light-skin-tone', 'character': '🤝🏼'}, {'slug': 'e14-0-handshake-medium-skin-tone', 'character': '🤝🏽'}, {'slug': 'e14-0-handshake-medium-dark-skin-tone', 'character': '🤝🏾'}, {'slug': 'e14-0-handshake-dark-skin-tone', 'character': '🤝🏿'}]",handshake
e14-0-handshake-light-skin-tone-medium-light-skin-tone,🫱🏻‍🫲🏼,"E14.0 handshake: light skin tone, medium-light skin tone",1FAF1 1F3FB 200D 1FAF2 1F3FC,people-body,hands,,"handshake: light skin tone, medium-light skin tone"
e0-6-folded-hands,🙏,E0.6 folded hands,1F64F,people-body,hands,"[{'slug': 'e1-0-folded-hands-light-skin-tone', 'character': '🙏🏻'}, {'slug': 'e1-0-folded-hands-medium-light-skin-tone', 'character': '🙏🏼'}, {'slug': 'e1-0-folded-hands-medium-skin-tone', 'character': '🙏🏽'}, {'slug': 'e1-0-folded-hands-medium-dark-skin-tone', 'character': '🙏🏾'}, {'slug': 'e1-0-folded-hands-dark-skin-tone', 'character': '🙏🏿'}]",folded hands
e0-7-writing-hand,✍️,E0.7 writing hand,270D FE0F,people-body,hand-prop,,writing hand
e1-0-writing-hand-light-skin-tone,✍🏻,E1.0 writing hand: light skin tone,270D 1F3FB,people-body,hand-prop,,writing hand: light skin tone
e1-0-writing-hand-medium-light-skin-tone,✍🏼,E1.0 writing hand: medium-light skin tone,270D 1F3FC,people-body,hand-prop,,writing hand: medium-light skin tone
e1-0-writing-hand-medium-skin-tone,✍🏽,E1.0 writing hand: medium skin tone,270D 1F3FD,people-body,hand-prop,,writing hand: medium skin tone
e1-0-writing-hand-medium-dark-skin-tone,✍🏾,E1.0 writing hand: medium-dark skin tone,270D 1F3FE,people-body,hand-prop,,writing hand: medium-dark skin tone
e1-0-writing-hand-dark-skin-tone,✍🏿,E1.0 writing hand: dark skin tone,270D 1F3FF,people-body,hand-prop,,writing hand: dark skin tone
e0-6-nail-polish,💅,E0.6 nail polish,1F485,people-body,hand-prop,"[{'slug': 'e1-0-nail-polish-light-skin-tone', 'character': '💅🏻'}, {'slug': 'e1-0-nail-polish-medium-light-skin-tone', 'character': '💅🏼'}, {'slug': 'e1-0-nail-polish-medium-skin-tone', 'character': '💅🏽'}, {'slug': 'e1-0-nail-polish-medium-dark-skin-tone', 'character': '💅🏾'}, {'slug': 'e1-0-nail-polish-dark-skin-tone', 'character': '💅🏿'}]",nail polish
e3-0-selfie,🤳,E3.0 selfie,1F933,people-body,hand-prop,"[{'slug': 'e3-0-selfie-light-skin-tone', 'character': '🤳🏻'}, {'slug': 'e3-0-selfie-medium-light-skin-tone', 'character': '🤳🏼'}, {'slug': 'e3-0-selfie-medium-skin-tone', 'character': '🤳🏽'}, {'slug': 'e3-0-selfie-medium-dark-skin-tone', 'character': '🤳🏾'}, {'slug': 'e3-0-selfie-dark-skin-tone', 'character': '🤳🏿'}]",selfie
e0-6-flexed-biceps,💪,E0.6 flexed biceps,1F4AA,people-body,body-parts,"[{'slug': 'e1-0-flexed-biceps-light-skin-tone', 'character': '💪🏻'}, {'slug': 'e1-0-flexed-biceps-medium-light-skin-tone', 'character': '💪🏼'}, {'slug': 'e1-0-flexed-biceps-medium-skin-tone', 'character': '💪🏽'}, {'slug': 'e1-0-flexed-biceps-medium-dark-skin-tone', 'character': '💪🏾'}, {'slug': 'e1-0-flexed-biceps-dark-skin-tone', 'character': '💪🏿'}]",flexed biceps
e12-0-mechanical-arm,🦾,E12.0 mechanical arm,1F9BE,people-body,body-parts,,mechanical arm
e12-0-mechanical-leg,🦿,E12.0 mechanical leg,1F9BF,people-body,body-parts,,mechanical leg
e11-0-leg,🦵,E11.0 leg,1F9B5,people-body,body-parts,"[{'slug': 'e11-0-leg-light-skin-tone', 'character': '🦵🏻'}, {'slug': 'e11-0-leg-medium-light-skin-tone', 'character': '🦵🏼'}, {'slug': 'e11-0-leg-medium-skin-tone', 'character': '🦵🏽'}, {'slug': 'e11-0-leg-medium-dark-skin-tone', 'character': '🦵🏾'}, {'slug': 'e11-0-leg-dark-skin-tone', 'character': '🦵🏿'}]",leg
e11-0-foot,🦶,E11.0 foot,1F9B6,people-body,body-parts,"[{'slug': 'e11-0-foot-light-skin-tone', 'character': '🦶🏻'}, {'slug': 'e11-0-foot-medium-light-skin-tone', 'character': '🦶🏼'}, {'slug': 'e11-0-foot-medium-skin-tone', 'character': '🦶🏽'}, {'slug': 'e11-0-foot-medium-dark-skin-tone', 'character': '🦶🏾'}, {'slug': 'e11-0-foot-dark-skin-tone', 'character': '🦶🏿'}]",foot
e0-6-ear,👂,E0.6 ear,1F442,people-body,body-parts,"[{'slug': 'e1-0-ear-light-skin-tone', 'character': '👂🏻'}, {'slug': 'e1-0-ear-medium-light-skin-tone', 'character': '👂🏼'}, {'slug': 'e1-0-ear-medium-skin-tone', 'character': '👂🏽'}, {'slug': 'e1-0-ear-medium-dark-skin-tone', 'character': '👂🏾'}, {'slug': 'e1-0-ear-dark-skin-tone', 'character': '👂🏿'}]",ear
e12-0-ear-with-hearing-aid,🦻,E12.0 ear with hearing aid,1F9BB,people-body,body-parts,"[{'slug': 'e12-0-ear-with-hearing-aid-light-skin-tone', 'character': '🦻🏻'}, {'slug': 'e12-0-ear-with-hearing-aid-medium-light-skin-tone', 'character': '🦻🏼'}, {'slug': 'e12-0-ear-with-hearing-aid-medium-skin-tone', 'character': '🦻🏽'}, {'slug': 'e12-0-ear-with-hearing-aid-medium-dark-skin-tone', 'character': '🦻🏾'}, {'slug': 'e12-0-ear-with-hearing-aid-dark-skin-tone', 'character': '🦻🏿'}]",ear with hearing aid
e0-6-nose,👃,E0.6 nose,1F443,people-body,body-parts,"[{'slug': 'e1-0-nose-light-skin-tone', 'character': '👃🏻'}, {'slug': 'e1-0-nose-medium-light-skin-tone', 'character': '👃🏼'}, {'slug': 'e1-0-nose-medium-skin-tone', 'character': '👃🏽'}, {'slug': 'e1-0-nose-medium-dark-skin-tone', 'character': '👃🏾'}, {'slug': 'e1-0-nose-dark-skin-tone', 'character': '👃🏿'}]",nose
