name,category,group,htmlCode,unicode
ceuta ,flags,flags,"['&#127466;', '&#127462;']","['U+1F1EA', 'U+1F1E6']"
ecuador,flags,flags,"['&#127466;', '&#127464;']","['U+1F1EA', 'U+1F1E8']"
estonia,flags,flags,"['&#127466;', '&#127466;']","['U+1F1EA', 'U+1F1EA']"
egypt,flags,flags,"['&#127466;', '&#127468;']","['U+1F1EA', 'U+1F1EC']"
western sahara,flags,flags,"['&#127466;', '&#127469;']","['U+1F1EA', 'U+1F1ED']"
eritrea,flags,flags,"['&#127466;', '&#127479;']","['U+1F1EA', 'U+1F1F7']"
spain,flags,flags,"['&#127466;', '&#127480;']","['U+1F1EA', 'U+1F1F8']"
ethiopia,flags,flags,"['&#127466;', '&#127481;']","['U+1F1EA', 'U+1F1F9']"
european union,flags,flags,"['&#127466;', '&#127482;']","['U+1F1EA', 'U+1F1FA']"
finland,flags,flags,"['&#127467;', '&#127470;']","['U+1F1EB', 'U+1F1EE']"
fiji,flags,flags,"['&#127467;', '&#127471;']","['U+1F1EB', 'U+1F1EF']"
falkland islands,flags,flags,"['&#127467;', '&#127472;']","['U+1F1EB', 'U+1F1F0']"
micronesia,flags,flags,"['&#127467;', '&#127474;']","['U+1F1EB', 'U+1F1F2']"
faroe islands,flags,flags,"['&#127467;', '&#127476;']","['U+1F1EB', 'U+1F1F4']"
france,flags,flags,"['&#127467;', '&#127479;']","['U+1F1EB', 'U+1F1F7']"
gabon,flags,flags,"['&#127468;', '&#127462;']","['U+1F1EC', 'U+1F1E6']"
united kingdom,flags,flags,"['&#127468;', '&#127463;']","['U+1F1EC', 'U+1F1E7']"
grenada,flags,flags,"['&#127468;', '&#127465;']","['U+1F1EC', 'U+1F1E9']"
georgia,flags,flags,"['&#127468;', '&#127466;']","['U+1F1EC', 'U+1F1EA']"
french guiana,flags,flags,"['&#127468;', '&#127467;']","['U+1F1EC', 'U+1F1EB']"
guernsey,flags,flags,"['&#127468;', '&#127468;']","['U+1F1EC', 'U+1F1EC']"
ghana,flags,flags,"['&#127468;', '&#127469;']","['U+1F1EC', 'U+1F1ED']"
gibraltar,flags,flags,"['&#127468;', '&#127470;']","['U+1F1EC', 'U+1F1EE']"
greenland,flags,flags,"['&#127468;', '&#127473;']","['U+1F1EC', 'U+1F1F1']"
gambia,flags,flags,"['&#127468;', '&#127474;']","['U+1F1EC', 'U+1F1F2']"
guinea,flags,flags,"['&#127468;', '&#127475;']","['U+1F1EC', 'U+1F1F3']"
guadeloupe,flags,flags,"['&#127468;', '&#127477;']","['U+1F1EC', 'U+1F1F5']"
equatorial guinea,flags,flags,"['&#127468;', '&#127478;']","['U+1F1EC', 'U+1F1F6']"
greece,flags,flags,"['&#127468;', '&#127479;']","['U+1F1EC', 'U+1F1F7']"
south georgia ,flags,flags,"['&#127468;', '&#127480;']","['U+1F1EC', 'U+1F1F8']"
guatemala,flags,flags,"['&#127468;', '&#127481;']","['U+1F1EC', 'U+1F1F9']"
guam,flags,flags,"['&#127468;', '&#127482;']","['U+1F1EC', 'U+1F1FA']"
guinea-bissau,flags,flags,"['&#127468;', '&#127484;']","['U+1F1EC', 'U+1F1FC']"
guyana,flags,flags,"['&#127468;', '&#127486;']","['U+1F1EC', 'U+1F1FE']"
hong kong sar china,flags,flags,"['&#127469;', '&#127472;']","['U+1F1ED', 'U+1F1F0']"
heard ,flags,flags,"['&#127469;', '&#127474;']","['U+1F1ED', 'U+1F1F2']"
honduras,flags,flags,"['&#127469;', '&#127475;']","['U+1F1ED', 'U+1F1F3']"
croatia,flags,flags,"['&#127469;', '&#127479;']","['U+1F1ED', 'U+1F1F7']"
haiti,flags,flags,"['&#127469;', '&#127481;']","['U+1F1ED', 'U+1F1F9']"
hungary,flags,flags,"['&#127469;', '&#127482;']","['U+1F1ED', 'U+1F1FA']"
canary islands,flags,flags,"['&#127470;', '&#127464;']","['U+1F1EE', 'U+1F1E8']"
indonesia,flags,flags,"['&#127470;', '&#127465;']","['U+1F1EE', 'U+1F1E9']"
ireland,flags,flags,"['&#127470;', '&#127466;']","['U+1F1EE', 'U+1F1EA']"
israel,flags,flags,"['&#127470;', '&#127473;']","['U+1F1EE', 'U+1F1F1']"
isle of man,flags,flags,"['&#127470;', '&#127474;']","['U+1F1EE', 'U+1F1F2']"
india,flags,flags,"['&#127470;', '&#127475;']","['U+1F1EE', 'U+1F1F3']"
british indian ocean territory,flags,flags,"['&#127470;', '&#127476;']","['U+1F1EE', 'U+1F1F4']"
iraq,flags,flags,"['&#127470;', '&#127478;']","['U+1F1EE', 'U+1F1F6']"
iran,flags,flags,"['&#127470;', '&#127479;']","['U+1F1EE', 'U+1F1F7']"
iceland,flags,flags,"['&#127470;', '&#127480;']","['U+1F1EE', 'U+1F1F8']"
italy,flags,flags,"['&#127470;', '&#127481;']","['U+1F1EE', 'U+1F1F9']"
jersey,flags,flags,"['&#127471;', '&#127466;']","['U+1F1EF', 'U+1F1EA']"
jamaica,flags,flags,"['&#127471;', '&#127474;']","['U+1F1EF', 'U+1F1F2']"
jordan,flags,flags,"['&#127471;', '&#127476;']","['U+1F1EF', 'U+1F1F4']"
japan,flags,flags,"['&#127471;', '&#127477;']","['U+1F1EF', 'U+1F1F5']"
kenya,flags,flags,"['&#127472;', '&#127466;']","['U+1F1F0', 'U+1F1EA']"
kyrgyzstan,flags,flags,"['&#127472;', '&#127468;']","['U+1F1F0', 'U+1F1EC']"
cambodia,flags,flags,"['&#127472;', '&#127469;']","['U+1F1F0', 'U+1F1ED']"
kiribati,flags,flags,"['&#127472;', '&#127470;']","['U+1F1F0', 'U+1F1EE']"
comoros,flags,flags,"['&#127472;', '&#127474;']","['U+1F1F0', 'U+1F1F2']"
st. kitts ,flags,flags,"['&#127472;', '&#127475;']","['U+1F1F0', 'U+1F1F3']"
north korea,flags,flags,"['&#127472;', '&#127477;']","['U+1F1F0', 'U+1F1F5']"
south korea,flags,flags,"['&#127472;', '&#127479;']","['U+1F1F0', 'U+1F1F7']"
kuwait,flags,flags,"['&#127472;', '&#127484;']","['U+1F1F0', 'U+1F1FC']"
cayman islands,flags,flags,"['&#127472;', '&#127486;']","['U+1F1F0', 'U+1F1FE']"
kazakhstan,flags,flags,"['&#127472;', '&#127487;']","['U+1F1F0', 'U+1F1FF']"
laos,flags,flags,"['&#127473;', '&#127462;']","['U+1F1F1', 'U+1F1E6']"
lebanon,flags,flags,"['&#127473;', '&#127463;']","['U+1F1F1', 'U+1F1E7']"
st. lucia,flags,flags,"['&#127473;', '&#127464;']","['U+1F1F1', 'U+1F1E8']"
liechtenstein,flags,flags,"['&#127473;', '&#127470;']","['U+1F1F1', 'U+1F1EE']"
sri lanka,flags,flags,"['&#127473;', '&#127472;']","['U+1F1F1', 'U+1F1F0']"
liberia,flags,flags,"['&#127473;', '&#127479;']","['U+1F1F1', 'U+1F1F7']"
lesotho,flags,flags,"['&#127473;', '&#127480;']","['U+1F1F1', 'U+1F1F8']"
lithuania,flags,flags,"['&#127473;', '&#127481;']","['U+1F1F1', 'U+1F1F9']"
luxembourg,flags,flags,"['&#127473;', '&#127482;']","['U+1F1F1', 'U+1F1FA']"
latvia,flags,flags,"['&#127473;', '&#127483;']","['U+1F1F1', 'U+1F1FB']"
libya,flags,flags,"['&#127473;', '&#127486;']","['U+1F1F1', 'U+1F1FE']"
morocco,flags,flags,"['&#127474;', '&#127462;']","['U+1F1F2', 'U+1F1E6']"
monaco,flags,flags,"['&#127474;', '&#127464;']","['U+1F1F2', 'U+1F1E8']"
moldova,flags,flags,"['&#127474;', '&#127465;']","['U+1F1F2', 'U+1F1E9']"
montenegro,flags,flags,"['&#127474;', '&#127466;']","['U+1F1F2', 'U+1F1EA']"
st. martin,flags,flags,"['&#127474;', '&#127467;']","['U+1F1F2', 'U+1F1EB']"
madagascar,flags,flags,"['&#127474;', '&#127468;']","['U+1F1F2', 'U+1F1EC']"
marshall islands,flags,flags,"['&#127474;', '&#127469;']","['U+1F1F2', 'U+1F1ED']"
macedonia,flags,flags,"['&#127474;', '&#127472;']","['U+1F1F2', 'U+1F1F0']"
mali,flags,flags,"['&#127474;', '&#127473;']","['U+1F1F2', 'U+1F1F1']"
myanmar (burma),flags,flags,"['&#127474;', '&#127474;']","['U+1F1F2', 'U+1F1F2']"
mongolia,flags,flags,"['&#127474;', '&#127475;']","['U+1F1F2', 'U+1F1F3']"
macau sar china,flags,flags,"['&#127474;', '&#127476;']","['U+1F1F2', 'U+1F1F4']"
northern mariana islands,flags,flags,"['&#127474;', '&#127477;']","['U+1F1F2', 'U+1F1F5']"
martinique,flags,flags,"['&#127474;', '&#127478;']","['U+1F1F2', 'U+1F1F6']"
mauritania,flags,flags,"['&#127474;', '&#127479;']","['U+1F1F2', 'U+1F1F7']"
montserrat,flags,flags,"['&#127474;', '&#127480;']","['U+1F1F2', 'U+1F1F8']"
malta,flags,flags,"['&#127474;', '&#127481;']","['U+1F1F2', 'U+1F1F9']"
mauritius,flags,flags,"['&#127474;', '&#127482;']","['U+1F1F2', 'U+1F1FA']"
maldives,flags,flags,"['&#127474;', '&#127483;']","['U+1F1F2', 'U+1F1FB']"
malawi,flags,flags,"['&#127474;', '&#127484;']","['U+1F1F2', 'U+1F1FC']"
mexico,flags,flags,"['&#127474;', '&#127485;']","['U+1F1F2', 'U+1F1FD']"
malaysia,flags,flags,"['&#127474;', '&#127486;']","['U+1F1F2', 'U+1F1FE']"
mozambique,flags,flags,"['&#127474;', '&#127487;']","['U+1F1F2', 'U+1F1FF']"
namibia,flags,flags,"['&#127475;', '&#127462;']","['U+1F1F3', 'U+1F1E6']"
new caledonia,flags,flags,"['&#127475;', '&#127464;']","['U+1F1F3', 'U+1F1E8']"
niger,flags,flags,"['&#127475;', '&#127466;']","['U+1F1F3', 'U+1F1EA']"
norfolk island,flags,flags,"['&#127475;', '&#127467;']","['U+1F1F3', 'U+1F1EB']"
nigeria,flags,flags,"['&#127475;', '&#127468;']","['U+1F1F3', 'U+1F1EC']"
nicaragua,flags,flags,"['&#127475;', '&#127470;']","['U+1F1F3', 'U+1F1EE']"
netherlands,flags,flags,"['&#127475;', '&#127473;']","['U+1F1F3', 'U+1F1F1']"
norway,flags,flags,"['&#127475;', '&#127476;']","['U+1F1F3', 'U+1F1F4']"
nepal,flags,flags,"['&#127475;', '&#127477;']","['U+1F1F3', 'U+1F1F5']"
nauru,flags,flags,"['&#127475;', '&#127479;']","['U+1F1F3', 'U+1F1F7']"
niue,flags,flags,"['&#127475;', '&#127482;']","['U+1F1F3', 'U+1F1FA']"
new zealand,flags,flags,"['&#127475;', '&#127487;']","['U+1F1F3', 'U+1F1FF']"
oman,flags,flags,"['&#127476;', '&#127474;']","['U+1F1F4', 'U+1F1F2']"
panama,flags,flags,"['&#127477;', '&#127462;']","['U+1F1F5', 'U+1F1E6']"
peru,flags,flags,"['&#127477;', '&#127466;']","['U+1F1F5', 'U+1F1EA']"
french polynesia,flags,flags,"['&#127477;', '&#127467;']","['U+1F1F5', 'U+1F1EB']"
papua new guinea,flags,flags,"['&#127477;', '&#127468;']","['U+1F1F5', 'U+1F1EC']"
philippines,flags,flags,"['&#127477;', '&#127469;']","['U+1F1F5', 'U+1F1ED']"
pakistan,flags,flags,"['&#127477;', '&#127472;']","['U+1F1F5', 'U+1F1F0']"
poland,flags,flags,"['&#127477;', '&#127473;']","['U+1F1F5', 'U+1F1F1']"
st. pierre ,flags,flags,"['&#127477;', '&#127474;']","['U+1F1F5', 'U+1F1F2']"
pitcairn islands,flags,flags,"['&#127477;', '&#127475;']","['U+1F1F5', 'U+1F1F3']"
puerto rico,flags,flags,"['&#127477;', '&#127479;']","['U+1F1F5', 'U+1F1F7']"
palestinian territories,flags,flags,"['&#127477;', '&#127480;']","['U+1F1F5', 'U+1F1F8']"
portugal,flags,flags,"['&#127477;', '&#127481;']","['U+1F1F5', 'U+1F1F9']"
palau,flags,flags,"['&#127477;', '&#127484;']","['U+1F1F5', 'U+1F1FC']"
paraguay,flags,flags,"['&#127477;', '&#127486;']","['U+1F1F5', 'U+1F1FE']"
qatar,flags,flags,"['&#127478;', '&#127462;']","['U+1F1F6', 'U+1F1E6']"
rã©union,flags,flags,"['&#127479;', '&#127466;']","['U+1F1F7', 'U+1F1EA']"
romania,flags,flags,"['&#127479;', '&#127476;']","['U+1F1F7', 'U+1F1F4']"
serbia,flags,flags,"['&#127479;', '&#127480;']","['U+1F1F7', 'U+1F1F8']"
russia,flags,flags,"['&#127479;', '&#127482;']","['U+1F1F7', 'U+1F1FA']"
rwanda,flags,flags,"['&#127479;', '&#127484;']","['U+1F1F7', 'U+1F1FC']"
saudi arabia,flags,flags,"['&#127480;', '&#127462;']","['U+1F1F8', 'U+1F1E6']"
solomon islands,flags,flags,"['&#127480;', '&#127463;']","['U+1F1F8', 'U+1F1E7']"
seychelles,flags,flags,"['&#127480;', '&#127464;']","['U+1F1F8', 'U+1F1E8']"
sudan,flags,flags,"['&#127480;', '&#127465;']","['U+1F1F8', 'U+1F1E9']"
sweden,flags,flags,"['&#127480;', '&#127466;']","['U+1F1F8', 'U+1F1EA']"
singapore,flags,flags,"['&#127480;', '&#127468;']","['U+1F1F8', 'U+1F1EC']"
st. helena,flags,flags,"['&#127480;', '&#127469;']","['U+1F1F8', 'U+1F1ED']"
slovenia,flags,flags,"['&#127480;', '&#127470;']","['U+1F1F8', 'U+1F1EE']"
svalbard ,flags,flags,"['&#127480;', '&#127471;']","['U+1F1F8', 'U+1F1EF']"
slovakia,flags,flags,"['&#127480;', '&#127472;']","['U+1F1F8', 'U+1F1F0']"
sierra leone,flags,flags,"['&#127480;', '&#127473;']","['U+1F1F8', 'U+1F1F1']"
san marino,flags,flags,"['&#127480;', '&#127474;']","['U+1F1F8', 'U+1F1F2']"
senegal,flags,flags,"['&#127480;', '&#127475;']","['U+1F1F8', 'U+1F1F3']"
somalia,flags,flags,"['&#127480;', '&#127476;']","['U+1F1F8', 'U+1F1F4']"
suriname,flags,flags,"['&#127480;', '&#127479;']","['U+1F1F8', 'U+1F1F7']"
south sudan,flags,flags,"['&#127480;', '&#127480;']","['U+1F1F8', 'U+1F1F8']"
sã£o tomã© ,flags,flags,"['&#127480;', '&#127481;']","['U+1F1F8', 'U+1F1F9']"
el salvador,flags,flags,"['&#127480;', '&#127483;']","['U+1F1F8', 'U+1F1FB']"
sint maarten,flags,flags,"['&#127480;', '&#127485;']","['U+1F1F8', 'U+1F1FD']"
syria,flags,flags,"['&#127480;', '&#127486;']","['U+1F1F8', 'U+1F1FE']"
swaziland,flags,flags,"['&#127480;', '&#127487;']","['U+1F1F8', 'U+1F1FF']"
tristan da cunha,flags,flags,"['&#127481;', '&#127462;']","['U+1F1F9', 'U+1F1E6']"
turks ,flags,flags,"['&#127481;', '&#127464;']","['U+1F1F9', 'U+1F1E8']"
chad,flags,flags,"['&#127481;', '&#127465;']","['U+1F1F9', 'U+1F1E9']"
french southern territories,flags,flags,"['&#127481;', '&#127467;']","['U+1F1F9', 'U+1F1EB']"
togo,flags,flags,"['&#127481;', '&#127468;']","['U+1F1F9', 'U+1F1EC']"
thailand,flags,flags,"['&#127481;', '&#127469;']","['U+1F1F9', 'U+1F1ED']"
tajikistan,flags,flags,"['&#127481;', '&#127471;']","['U+1F1F9', 'U+1F1EF']"
tokelau,flags,flags,"['&#127481;', '&#127472;']","['U+1F1F9', 'U+1F1F0']"
timor-leste,flags,flags,"['&#127481;', '&#127473;']","['U+1F1F9', 'U+1F1F1']"
turkmenistan,flags,flags,"['&#127481;', '&#127474;']","['U+1F1F9', 'U+1F1F2']"
tunisia,flags,flags,"['&#127481;', '&#127475;']","['U+1F1F9', 'U+1F1F3']"
tonga,flags,flags,"['&#127481;', '&#127476;']","['U+1F1F9', 'U+1F1F4']"
turkey,flags,flags,"['&#127481;', '&#127479;']","['U+1F1F9', 'U+1F1F7']"
trinidad ,flags,flags,"['&#127481;', '&#127481;']","['U+1F1F9', 'U+1F1F9']"
tuvalu,flags,flags,"['&#127481;', '&#127483;']","['U+1F1F9', 'U+1F1FB']"
taiwan,flags,flags,"['&#127481;', '&#127484;']","['U+1F1F9', 'U+1F1FC']"
tanzania,flags,flags,"['&#127481;', '&#127487;']","['U+1F1F9', 'U+1F1FF']"
ukraine,flags,flags,"['&#127482;', '&#127462;']","['U+1F1FA', 'U+1F1E6']"
uganda,flags,flags,"['&#127482;', '&#127468;']","['U+1F1FA', 'U+1F1EC']"
u.s. outlying islands,flags,flags,"['&#127482;', '&#127474;']","['U+1F1FA', 'U+1F1F2']"
united states,flags,flags,"['&#127482;', '&#127480;']","['U+1F1FA', 'U+1F1F8']"
uruguay,flags,flags,"['&#127482;', '&#127486;']","['U+1F1FA', 'U+1F1FE']"
uzbekistan,flags,flags,"['&#127482;', '&#127487;']","['U+1F1FA', 'U+1F1FF']"
vatican city,flags,flags,"['&#127483;', '&#127462;']","['U+1F1FB', 'U+1F1E6']"
st. vincent ,flags,flags,"['&#127483;', '&#127464;']","['U+1F1FB', 'U+1F1E8']"
venezuela,flags,flags,"['&#127483;', '&#127466;']","['U+1F1FB', 'U+1F1EA']"
british virgin islands,flags,flags,"['&#127483;', '&#127468;']","['U+1F1FB', 'U+1F1EC']"
u.s. virgin islands,flags,flags,"['&#127483;', '&#127470;']","['U+1F1FB', 'U+1F1EE']"
vietnam,flags,flags,"['&#127483;', '&#127475;']","['U+1F1FB', 'U+1F1F3']"
vanuatu,flags,flags,"['&#127483;', '&#127482;']","['U+1F1FB', 'U+1F1FA']"
wallis ,flags,flags,"['&#127484;', '&#127467;']","['U+1F1FC', 'U+1F1EB']"
samoa,flags,flags,"['&#127484;', '&#127480;']","['U+1F1FC', 'U+1F1F8']"
kosovo,flags,flags,"['&#127485;', '&#127472;']","['U+1F1FD', 'U+1F1F0']"
yemen,flags,flags,"['&#127486;', '&#127466;']","['U+1F1FE', 'U+1F1EA']"
mayotte,flags,flags,"['&#127486;', '&#127481;']","['U+1F1FE', 'U+1F1F9']"
south africa,flags,flags,"['&#127487;', '&#127462;']","['U+1F1FF', 'U+1F1E6']"
zambia,flags,flags,"['&#127487;', '&#127474;']","['U+1F1FF', 'U+1F1F2']"
zimbabwe,flags,flags,"['&#127487;', '&#127484;']","['U+1F1FF', 'U+1F1FC']"
